sale_id,sale_date,customer_name,email,region_name,product_name,category,quantity,sale_amount
655,2023-08-12,Neha Gupta,neha.gupta@example.com,West,Headphones,Accessories,2,6000.0
729,2023-08-08,Simran Mehta,simran.mehta@example.com,West,Headphones,Accessories,4,12000.0
736,2024-04-07,Amit Verma,amit.verma@example.com,West,Headphones,Accessories,1,3000.0
750,2023-06-17,Neha Iyer,neha.iyer@example.com,West,Headphones,Accessories,5,15000.0
830,2024-07-13,Pooja Iyer,pooja.iyer@example.com,West,Headphones,Accessories,5,15000.0
855,2024-02-06,Priya Chopra,priya.chopra@example.com,West,Headphones,Accessories,3,9000.0
884,2024-09-26,Pooja Singh,pooja.singh@example.com,West,Headphones,Accessories,3,9000.0
908,2024-10-07,Ravi Chopra,ravi.chopra@example.com,West,Headphones,Accessories,5,15000.0
920,2024-12-20,Arjun Chopra,arjun.chopra@example.com,West,Headphones,Accessories,4,12000.0
955,2023-02-22,Arjun Verma,arjun.verma@example.com,West,Headphones,Accessories,1,3000.0
977,2024-02-23,Neha Verma,neha.verma@example.com,West,Headphones,Accessories,5,15000.0
981,2024-06-27,Neha Mehta,neha.mehta@example.com,West,Headphones,Accessories,1,3000.0
7,2023-10-26,Karan Chopra,karan.chopra@example.com,East,Headphones,Accessories,3,9000.0
68,2023-12-31,Rahul Iyer,rahul.iyer@example.com,East,Headphones,Accessories,4,12000.0
104,2023-06-23,Rahul Patel,rahul.patel@example.com,East,Headphones,Accessories,1,3000.0
139,2023-05-25,Arjun Patel,arjun.patel@example.com,East,Headphones,Accessories,1,3000.0
172,2024-05-31,Karan Singh,karan.singh@example.com,East,Headphones,Accessories,3,9000.0
203,2023-11-01,Priya Patel,priya.patel@example.com,East,Headphones,Accessories,2,6000.0
206,2023-06-06,Rahul Iyer,rahul.iyer@example.com,East,Headphones,Accessories,4,12000.0
216,2024-11-20,Neha Patel,neha.patel@example.com,East,Headphones,Accessories,4,12000.0
310,2024-10-17,Arjun Mehta,arjun.mehta@example.com,East,Headphones,Accessories,2,6000.0
445,2024-12-14,Pooja Sharma,pooja.sharma@example.com,East,Headphones,Accessories,4,12000.0
615,2023-02-09,Rahul Reddy,rahul.reddy@example.com,East,Headphones,Accessories,3,9000.0
738,2023-05-16,Arjun Verma,arjun.verma@example.com,East,Headphones,Accessories,5,15000.0
747,2024-11-04,Rahul Reddy,rahul.reddy@example.com,East,Headphones,Accessories,1,3000.0
805,2023-06-28,Neha Sharma,neha.sharma@example.com,East,Headphones,Accessories,4,12000.0
852,2024-07-16,Simran Singh,simran.singh@example.com,East,Headphones,Accessories,1,3000.0
914,2023-01-28,Rahul Iyer,rahul.iyer@example.com,East,Headphones,Accessories,4,12000.0
935,2023-02-13,Karan Reddy,karan.reddy@example.com,East,Headphones,Accessories,5,15000.0
964,2024-10-28,Rahul Verma,rahul.verma@example.com,East,Headphones,Accessories,4,12000.0
21,2023-11-29,Priya Patel,priya.patel@example.com,South,Headphones,Accessories,3,9000.0
29,2024-07-16,Ravi Verma,ravi.verma@example.com,South,Headphones,Accessories,2,6000.0
69,2023-08-19,Arjun Gupta,arjun.gupta@example.com,South,Headphones,Accessories,4,12000.0
71,2024-06-16,Sneha Gupta,sneha.gupta@example.com,South,Headphones,Accessories,1,3000.0
129,2024-01-20,Rahul Chopra,rahul.chopra@example.com,South,Headphones,Accessories,1,3000.0
138,2024-08-04,Priya Singh,priya.singh@example.com,South,Headphones,Accessories,4,12000.0
159,2024-09-23,Sneha Patel,sneha.patel@example.com,South,Headphones,Accessories,4,12000.0
180,2023-01-13,Rahul Gupta,rahul.gupta@example.com,South,Headphones,Accessories,4,12000.0
201,2024-10-05,Karan Singh,karan.singh@example.com,South,Headphones,Accessories,2,6000.0
202,2023-07-13,Pooja Patel,pooja.patel@example.com,South,Headphones,Accessories,1,3000.0
269,2023-05-17,Priya Chopra,priya.chopra@example.com,South,Headphones,Accessories,2,6000.0
283,2024-05-01,Rahul Chopra,rahul.chopra@example.com,South,Headphones,Accessories,3,9000.0
295,2023-12-09,Ravi Chopra,ravi.chopra@example.com,South,Headphones,Accessories,4,12000.0
326,2024-03-15,Priya Mehta,priya.mehta@example.com,South,Headphones,Accessories,5,15000.0
327,2023-06-20,Sneha Sharma,sneha.sharma@example.com,South,Headphones,Accessories,3,9000.0
452,2024-06-10,Karan Gupta,karan.gupta@example.com,South,Headphones,Accessories,5,15000.0
469,2024-04-02,Rahul Reddy,rahul.reddy@example.com,South,Headphones,Accessories,4,12000.0
503,2024-11-04,Pooja Iyer,pooja.iyer@example.com,South,Headphones,Accessories,1,3000.0
608,2023-02-10,Karan Singh,karan.singh@example.com,South,Headphones,Accessories,3,9000.0
641,2023-06-22,Rahul Iyer,rahul.iyer@example.com,South,Headphones,Accessories,1,3000.0
654,2023-10-21,Pooja Kumar,pooja.kumar@example.com,South,Headphones,Accessories,5,15000.0
678,2024-10-16,Amit Singh,amit.singh@example.com,South,Headphones,Accessories,1,3000.0
712,2023-04-09,Neha Kumar,neha.kumar@example.com,South,Headphones,Accessories,1,3000.0
760,2023-05-22,Priya Verma,priya.verma@example.com,South,Headphones,Accessories,1,3000.0
763,2024-02-24,Arjun Singh,arjun.singh@example.com,South,Headphones,Accessories,5,15000.0
772,2024-02-20,Priya Kumar,priya.kumar@example.com,South,Headphones,Accessories,4,12000.0
775,2024-06-24,Arjun Verma,arjun.verma@example.com,South,Headphones,Accessories,3,9000.0
776,2024-01-07,Rahul Patel,rahul.patel@example.com,South,Headphones,Accessories,4,12000.0
782,2023-07-01,Arjun Singh,arjun.singh@example.com,South,Headphones,Accessories,4,12000.0
793,2024-09-19,Karan Singh,karan.singh@example.com,South,Headphones,Accessories,3,9000.0
878,2024-07-07,Simran Mehta,simran.mehta@example.com,South,Headphones,Accessories,3,9000.0
897,2023-12-15,Ravi Chopra,ravi.chopra@example.com,South,Headphones,Accessories,4,12000.0
992,2024-12-09,Simran Patel,simran.patel@example.com,South,Headphones,Accessories,1,3000.0
994,2023-07-23,Simran Singh,simran.singh@example.com,South,Headphones,Accessories,2,6000.0
42,2023-12-16,Simran Sharma,simran.sharma@example.com,North,Headphones,Accessories,1,3000.0
105,2024-01-24,Arjun Patel,arjun.patel@example.com,North,Headphones,Accessories,5,15000.0
289,2024-08-28,Neha Kumar,neha.kumar@example.com,North,Headphones,Accessories,2,6000.0
293,2023-04-03,Arjun Kumar,arjun.kumar@example.com,North,Headphones,Accessories,2,6000.0
298,2023-11-11,Priya Mehta,priya.mehta@example.com,North,Headphones,Accessories,2,6000.0
320,2023-03-11,Karan Chopra,karan.chopra@example.com,North,Headphones,Accessories,4,12000.0
333,2023-12-25,Simran Sharma,simran.sharma@example.com,North,Headphones,Accessories,5,15000.0
359,2024-03-28,Simran Mehta,simran.mehta@example.com,North,Headphones,Accessories,5,15000.0
373,2024-10-09,Rahul Sharma,rahul.sharma@example.com,North,Headphones,Accessories,4,12000.0
387,2024-11-28,Karan Reddy,karan.reddy@example.com,North,Headphones,Accessories,5,15000.0
396,2024-03-22,Priya Patel,priya.patel@example.com,North,Headphones,Accessories,1,3000.0
421,2023-05-14,Rahul Sharma,rahul.sharma@example.com,North,Headphones,Accessories,1,3000.0
475,2023-10-29,Sneha Patel,sneha.patel@example.com,North,Headphones,Accessories,2,6000.0
479,2024-12-12,Priya Verma,priya.verma@example.com,North,Headphones,Accessories,5,15000.0
541,2023-04-09,Rahul Reddy,rahul.reddy@example.com,North,Headphones,Accessories,1,3000.0
613,2023-04-26,Rahul Singh,rahul.singh@example.com,North,Headphones,Accessories,1,3000.0
649,2024-08-11,Neha Iyer,neha.iyer@example.com,North,Headphones,Accessories,1,3000.0
683,2024-10-31,Arjun Verma,arjun.verma@example.com,North,Headphones,Accessories,3,9000.0
714,2024-10-04,Karan Singh,karan.singh@example.com,North,Headphones,Accessories,5,15000.0
784,2024-07-28,Amit Gupta,amit.gupta@example.com,North,Headphones,Accessories,1,3000.0
821,2024-05-26,Karan Chopra,karan.chopra@example.com,North,Headphones,Accessories,5,15000.0
825,2023-08-25,Priya Chopra,priya.chopra@example.com,North,Headphones,Accessories,3,9000.0
842,2024-02-08,Pooja Iyer,pooja.iyer@example.com,North,Headphones,Accessories,4,12000.0
860,2024-12-12,Rahul Patel,rahul.patel@example.com,North,Headphones,Accessories,2,6000.0
895,2023-11-29,Sneha Gupta,sneha.gupta@example.com,North,Headphones,Accessories,5,15000.0
911,2023-10-27,Arjun Reddy,arjun.reddy@example.com,North,Headphones,Accessories,2,6000.0
916,2023-09-17,Rahul Iyer,rahul.iyer@example.com,North,Headphones,Accessories,1,3000.0
921,2023-09-26,Karan Singh,karan.singh@example.com,North,Headphones,Accessories,3,9000.0
983,2024-08-29,Ravi Sharma,ravi.sharma@example.com,North,Headphones,Accessories,3,9000.0
95,2024-10-11,Priya Mehta,priya.mehta@example.com,Central,Office Chair,Furniture,5,40000.0
103,2023-09-25,Sneha Patel,sneha.patel@example.com,Central,Office Chair,Furniture,4,32000.0
165,2024-01-22,Rahul Chopra,rahul.chopra@example.com,Central,Office Chair,Furniture,2,16000.0
279,2023-01-02,Rahul Mehta,rahul.mehta@example.com,Central,Office Chair,Furniture,5,40000.0
285,2023-08-05,Sneha Kumar,sneha.kumar@example.com,Central,Office Chair,Furniture,2,16000.0
418,2023-12-08,Neha Singh,neha.singh@example.com,Central,Office Chair,Furniture,2,16000.0
420,2024-01-23,Arjun Reddy,arjun.reddy@example.com,Central,Office Chair,Furniture,5,40000.0
493,2024-01-09,Rahul Reddy,rahul.reddy@example.com,Central,Office Chair,Furniture,3,24000.0
563,2023-03-13,Pooja Patel,pooja.patel@example.com,Central,Office Chair,Furniture,2,16000.0
587,2024-03-02,Pooja Patel,pooja.patel@example.com,Central,Office Chair,Furniture,4,32000.0
619,2024-06-13,Karan Chopra,karan.chopra@example.com,Central,Office Chair,Furniture,3,24000.0
676,2024-07-01,Rahul Singh,rahul.singh@example.com,Central,Office Chair,Furniture,5,40000.0
687,2024-01-31,Arjun Chopra,arjun.chopra@example.com,Central,Office Chair,Furniture,4,32000.0
703,2023-07-06,Arjun Singh,arjun.singh@example.com,Central,Office Chair,Furniture,2,16000.0
724,2023-09-08,Karan Verma,karan.verma@example.com,Central,Office Chair,Furniture,1,8000.0
732,2024-10-10,Simran Verma,simran.verma@example.com,Central,Office Chair,Furniture,2,16000.0
734,2024-08-02,Ravi Sharma,ravi.sharma@example.com,Central,Office Chair,Furniture,1,8000.0
807,2024-12-09,Amit Sharma,amit.sharma@example.com,Central,Office Chair,Furniture,3,24000.0
839,2023-08-12,Ravi Reddy,ravi.reddy@example.com,Central,Office Chair,Furniture,5,40000.0
858,2024-04-18,Priya Chopra,priya.chopra@example.com,Central,Office Chair,Furniture,2,16000.0
894,2023-04-14,Rahul Verma,rahul.verma@example.com,Central,Office Chair,Furniture,5,40000.0
22,2024-08-17,Ravi Patel,ravi.patel@example.com,West,Office Chair,Furniture,5,40000.0
59,2023-09-09,Rahul Reddy,rahul.reddy@example.com,West,Office Chair,Furniture,5,40000.0
127,2023-11-09,Amit Verma,amit.verma@example.com,West,Office Chair,Furniture,4,32000.0
254,2024-12-29,Neha Singh,neha.singh@example.com,West,Office Chair,Furniture,4,32000.0
378,2024-06-24,Karan Verma,karan.verma@example.com,West,Office Chair,Furniture,5,40000.0
397,2024-12-30,Simran Mehta,simran.mehta@example.com,West,Office Chair,Furniture,2,16000.0
427,2023-01-24,Priya Kumar,priya.kumar@example.com,West,Office Chair,Furniture,1,8000.0
545,2024-04-03,Karan Chopra,karan.chopra@example.com,West,Office Chair,Furniture,5,40000.0
616,2023-12-20,Ravi Chopra,ravi.chopra@example.com,West,Office Chair,Furniture,2,16000.0
620,2024-01-16,Pooja Singh,pooja.singh@example.com,West,Office Chair,Furniture,3,24000.0
681,2023-01-08,Ravi Reddy,ravi.reddy@example.com,West,Office Chair,Furniture,3,24000.0
698,2023-01-30,Karan Chopra,karan.chopra@example.com,West,Office Chair,Furniture,3,24000.0
709,2023-09-21,Sneha Kumar,sneha.kumar@example.com,West,Office Chair,Furniture,1,8000.0
725,2024-01-23,Neha Patel,neha.patel@example.com,West,Office Chair,Furniture,5,40000.0
827,2023-10-10,Rahul Gupta,rahul.gupta@example.com,West,Office Chair,Furniture,4,32000.0
829,2023-11-02,Simran Mehta,simran.mehta@example.com,West,Office Chair,Furniture,5,40000.0
831,2023-03-20,Karan Sharma,karan.sharma@example.com,West,Office Chair,Furniture,4,32000.0
927,2024-10-01,Karan Kumar,karan.kumar@example.com,West,Office Chair,Furniture,2,16000.0
6,2023-01-07,Karan Singh,karan.singh@example.com,East,Office Chair,Furniture,4,32000.0
8,2024-09-11,Neha Verma,neha.verma@example.com,East,Office Chair,Furniture,5,40000.0
38,2023-08-16,Rahul Singh,rahul.singh@example.com,East,Office Chair,Furniture,3,24000.0
110,2024-03-11,Simran Verma,simran.verma@example.com,East,Office Chair,Furniture,3,24000.0
115,2024-04-28,Sneha Patel,sneha.patel@example.com,East,Office Chair,Furniture,1,8000.0
226,2023-03-28,Sneha Reddy,sneha.reddy@example.com,East,Office Chair,Furniture,5,40000.0
234,2023-04-25,Priya Verma,priya.verma@example.com,East,Office Chair,Furniture,5,40000.0
316,2023-11-12,Amit Singh,amit.singh@example.com,East,Office Chair,Furniture,3,24000.0
335,2024-06-19,Rahul Gupta,rahul.gupta@example.com,East,Office Chair,Furniture,2,16000.0
347,2023-07-23,Priya Mehta,priya.mehta@example.com,East,Office Chair,Furniture,4,32000.0
367,2024-05-22,Simran Patel,simran.patel@example.com,East,Office Chair,Furniture,1,8000.0
383,2024-07-11,Rahul Patel,rahul.patel@example.com,East,Office Chair,Furniture,4,32000.0
388,2024-07-09,Rahul Mehta,rahul.mehta@example.com,East,Office Chair,Furniture,2,16000.0
393,2024-05-01,Ravi Patel,ravi.patel@example.com,East,Office Chair,Furniture,4,32000.0
499,2024-02-21,Arjun Verma,arjun.verma@example.com,East,Office Chair,Furniture,1,8000.0
516,2023-08-25,Amit Chopra,amit.chopra@example.com,East,Office Chair,Furniture,2,16000.0
555,2023-12-16,Pooja Patel,pooja.patel@example.com,East,Office Chair,Furniture,1,8000.0
656,2023-10-15,Karan Reddy,karan.reddy@example.com,East,Office Chair,Furniture,1,8000.0
668,2024-11-21,Simran Patel,simran.patel@example.com,East,Office Chair,Furniture,1,8000.0
814,2023-08-05,Ravi Reddy,ravi.reddy@example.com,East,Office Chair,Furniture,1,8000.0
843,2024-07-07,Priya Mehta,priya.mehta@example.com,East,Office Chair,Furniture,1,8000.0
844,2024-01-26,Rahul Iyer,rahul.iyer@example.com,East,Office Chair,Furniture,1,8000.0
941,2023-06-27,Simran Sharma,simran.sharma@example.com,East,Office Chair,Furniture,1,8000.0
962,2024-07-17,Ravi Chopra,ravi.chopra@example.com,East,Office Chair,Furniture,3,24000.0
11,2023-07-20,Ravi Sharma,ravi.sharma@example.com,South,Office Chair,Furniture,3,24000.0
96,2024-04-01,Neha Patel,neha.patel@example.com,South,Office Chair,Furniture,5,40000.0
122,2023-03-31,Arjun Verma,arjun.verma@example.com,South,Office Chair,Furniture,1,8000.0
140,2023-09-16,Arjun Mehta,arjun.mehta@example.com,South,Office Chair,Furniture,2,16000.0
152,2023-05-19,Karan Gupta,karan.gupta@example.com,South,Office Chair,Furniture,2,16000.0
157,2023-11-07,Rahul Iyer,rahul.iyer@example.com,South,Office Chair,Furniture,2,16000.0
166,2023-11-24,Karan Reddy,karan.reddy@example.com,South,Office Chair,Furniture,4,32000.0
168,2023-08-10,Karan Reddy,karan.reddy@example.com,South,Office Chair,Furniture,4,32000.0
181,2023-08-22,Sneha Gupta,sneha.gupta@example.com,South,Office Chair,Furniture,3,24000.0
270,2023-11-21,Rahul Chopra,rahul.chopra@example.com,South,Office Chair,Furniture,1,8000.0
276,2023-12-19,Amit Reddy,amit.reddy@example.com,South,Office Chair,Furniture,4,32000.0
278,2023-03-16,Rahul Reddy,rahul.reddy@example.com,South,Office Chair,Furniture,4,32000.0
280,2023-05-30,Simran Patel,simran.patel@example.com,South,Office Chair,Furniture,2,16000.0
281,2024-04-14,Simran Verma,simran.verma@example.com,South,Office Chair,Furniture,1,8000.0
309,2023-08-15,Karan Gupta,karan.gupta@example.com,South,Office Chair,Furniture,5,40000.0
319,2023-06-11,Rahul Patel,rahul.patel@example.com,South,Office Chair,Furniture,4,32000.0
325,2024-03-28,Simran Sharma,simran.sharma@example.com,South,Office Chair,Furniture,3,24000.0
356,2023-05-25,Ravi Sharma,ravi.sharma@example.com,South,Office Chair,Furniture,3,24000.0
400,2023-07-29,Sneha Kumar,sneha.kumar@example.com,South,Office Chair,Furniture,2,16000.0
430,2024-07-23,Priya Mehta,priya.mehta@example.com,South,Office Chair,Furniture,4,32000.0
434,2024-02-19,Neha Patel,neha.patel@example.com,South,Office Chair,Furniture,5,40000.0
461,2023-04-13,Ravi Sharma,ravi.sharma@example.com,South,Office Chair,Furniture,4,32000.0
468,2024-09-03,Priya Mehta,priya.mehta@example.com,South,Office Chair,Furniture,4,32000.0
594,2023-03-10,Pooja Singh,pooja.singh@example.com,South,Office Chair,Furniture,5,40000.0
640,2023-12-22,Arjun Mehta,arjun.mehta@example.com,South,Office Chair,Furniture,3,24000.0
666,2024-08-28,Karan Kumar,karan.kumar@example.com,South,Office Chair,Furniture,3,24000.0
722,2023-01-06,Karan Chopra,karan.chopra@example.com,South,Office Chair,Furniture,4,32000.0
785,2024-06-12,Karan Gupta,karan.gupta@example.com,South,Office Chair,Furniture,2,16000.0
794,2023-06-15,Arjun Verma,arjun.verma@example.com,South,Office Chair,Furniture,1,8000.0
809,2024-11-29,Karan Sharma,karan.sharma@example.com,South,Office Chair,Furniture,3,24000.0
868,2024-12-05,Priya Verma,priya.verma@example.com,South,Office Chair,Furniture,2,16000.0
877,2023-06-28,Arjun Mehta,arjun.mehta@example.com,South,Office Chair,Furniture,3,24000.0
881,2023-12-21,Karan Gupta,karan.gupta@example.com,South,Office Chair,Furniture,2,16000.0
958,2024-07-12,Arjun Reddy,arjun.reddy@example.com,South,Office Chair,Furniture,3,24000.0
975,2023-08-10,Simran Sharma,simran.sharma@example.com,South,Office Chair,Furniture,3,24000.0
980,2023-02-02,Karan Verma,karan.verma@example.com,South,Office Chair,Furniture,5,40000.0
990,2023-11-21,Arjun Gupta,arjun.gupta@example.com,South,Office Chair,Furniture,2,16000.0
70,2023-03-22,Rahul Chopra,rahul.chopra@example.com,North,Office Chair,Furniture,3,24000.0
98,2024-10-08,Amit Singh,amit.singh@example.com,North,Office Chair,Furniture,2,16000.0
257,2023-09-12,Karan Chopra,karan.chopra@example.com,North,Office Chair,Furniture,4,32000.0
265,2024-01-08,Neha Gupta,neha.gupta@example.com,North,Office Chair,Furniture,4,32000.0
273,2024-12-08,Rahul Iyer,rahul.iyer@example.com,North,Office Chair,Furniture,2,16000.0
290,2024-05-17,Karan Chopra,karan.chopra@example.com,North,Office Chair,Furniture,1,8000.0
386,2024-11-16,Simran Mehta,simran.mehta@example.com,North,Office Chair,Furniture,2,16000.0
403,2024-09-28,Amit Sharma,amit.sharma@example.com,North,Office Chair,Furniture,2,16000.0
419,2024-01-20,Amit Sharma,amit.sharma@example.com,North,Office Chair,Furniture,1,8000.0
454,2024-03-19,Priya Singh,priya.singh@example.com,North,Office Chair,Furniture,4,32000.0
466,2024-12-25,Priya Sharma,priya.sharma@example.com,North,Office Chair,Furniture,1,8000.0
569,2024-12-16,Rahul Reddy,rahul.reddy@example.com,North,Office Chair,Furniture,5,40000.0
648,2023-11-28,Neha Sharma,neha.sharma@example.com,North,Office Chair,Furniture,2,16000.0
658,2023-06-07,Neha Iyer,neha.iyer@example.com,North,Office Chair,Furniture,3,24000.0
706,2023-03-20,Rahul Reddy,rahul.reddy@example.com,North,Office Chair,Furniture,2,16000.0
751,2024-02-17,Arjun Patel,arjun.patel@example.com,North,Office Chair,Furniture,1,8000.0
759,2023-06-12,Karan Reddy,karan.reddy@example.com,North,Office Chair,Furniture,5,40000.0
765,2023-04-16,Arjun Kumar,arjun.kumar@example.com,North,Office Chair,Furniture,1,8000.0
786,2024-05-16,Rahul Gupta,rahul.gupta@example.com,North,Office Chair,Furniture,5,40000.0
792,2023-10-10,Amit Reddy,amit.reddy@example.com,North,Office Chair,Furniture,5,40000.0
826,2023-12-25,Ravi Reddy,ravi.reddy@example.com,North,Office Chair,Furniture,4,32000.0
832,2024-02-13,Arjun Verma,arjun.verma@example.com,North,Office Chair,Furniture,1,8000.0
875,2023-03-11,Arjun Verma,arjun.verma@example.com,North,Office Chair,Furniture,4,32000.0
876,2024-12-13,Priya Mehta,priya.mehta@example.com,North,Office Chair,Furniture,3,24000.0
938,2023-03-28,Pooja Singh,pooja.singh@example.com,North,Office Chair,Furniture,4,32000.0
978,2023-08-21,Priya Patel,priya.patel@example.com,North,Office Chair,Furniture,4,32000.0
26,2023-12-07,Karan Singh,karan.singh@example.com,Central,Desk Lamp,Furniture,3,6000.0
86,2024-07-17,Arjun Singh,arjun.singh@example.com,Central,Desk Lamp,Furniture,2,4000.0
120,2023-10-15,Rahul Mehta,rahul.mehta@example.com,Central,Desk Lamp,Furniture,5,10000.0
170,2024-06-25,Rahul Iyer,rahul.iyer@example.com,Central,Desk Lamp,Furniture,5,10000.0
175,2023-04-03,Priya Kumar,priya.kumar@example.com,Central,Desk Lamp,Furniture,4,8000.0
187,2024-04-22,Karan Chopra,karan.chopra@example.com,Central,Desk Lamp,Furniture,5,10000.0
261,2024-08-25,Rahul Sharma,rahul.sharma@example.com,Central,Desk Lamp,Furniture,1,2000.0
291,2023-05-29,Priya Mehta,priya.mehta@example.com,Central,Desk Lamp,Furniture,2,4000.0
384,2023-07-03,Simran Verma,simran.verma@example.com,Central,Desk Lamp,Furniture,5,10000.0
409,2023-05-22,Simran Patel,simran.patel@example.com,Central,Desk Lamp,Furniture,3,6000.0
431,2024-07-06,Ravi Reddy,ravi.reddy@example.com,Central,Desk Lamp,Furniture,1,2000.0
450,2023-11-02,Rahul Patel,rahul.patel@example.com,Central,Desk Lamp,Furniture,5,10000.0
460,2023-10-12,Rahul Reddy,rahul.reddy@example.com,Central,Desk Lamp,Furniture,3,6000.0
486,2023-10-22,Simran Mehta,simran.mehta@example.com,Central,Desk Lamp,Furniture,3,6000.0
525,2023-07-29,Pooja Sharma,pooja.sharma@example.com,Central,Desk Lamp,Furniture,5,10000.0
558,2024-04-04,Simran Gupta,simran.gupta@example.com,Central,Desk Lamp,Furniture,4,8000.0
591,2023-01-28,Priya Singh,priya.singh@example.com,Central,Desk Lamp,Furniture,4,8000.0
662,2024-07-23,Rahul Patel,rahul.patel@example.com,Central,Desk Lamp,Furniture,2,4000.0
696,2024-06-17,Rahul Chopra,rahul.chopra@example.com,Central,Desk Lamp,Furniture,3,6000.0
745,2024-05-05,Neha Kumar,neha.kumar@example.com,Central,Desk Lamp,Furniture,1,2000.0
819,2024-07-25,Arjun Reddy,arjun.reddy@example.com,Central,Desk Lamp,Furniture,1,2000.0
932,2023-02-25,Arjun Verma,arjun.verma@example.com,Central,Desk Lamp,Furniture,2,4000.0
969,2024-06-17,Rahul Gupta,rahul.gupta@example.com,Central,Desk Lamp,Furniture,2,4000.0
986,2024-11-11,Neha Mehta,neha.mehta@example.com,Central,Desk Lamp,Furniture,2,4000.0
40,2024-02-20,Karan Singh,karan.singh@example.com,West,Desk Lamp,Furniture,2,4000.0
65,2023-12-24,Rahul Mehta,rahul.mehta@example.com,West,Desk Lamp,Furniture,4,8000.0
74,2023-09-21,Priya Verma,priya.verma@example.com,West,Desk Lamp,Furniture,1,2000.0
106,2024-02-13,Priya Gupta,priya.gupta@example.com,West,Desk Lamp,Furniture,3,6000.0
213,2024-08-09,Karan Chopra,karan.chopra@example.com,West,Desk Lamp,Furniture,1,2000.0
214,2023-03-11,Neha Verma,neha.verma@example.com,West,Desk Lamp,Furniture,2,4000.0
236,2023-03-01,Priya Gupta,priya.gupta@example.com,West,Desk Lamp,Furniture,4,8000.0
244,2024-07-23,Simran Verma,simran.verma@example.com,West,Desk Lamp,Furniture,3,6000.0
266,2023-10-22,Karan Singh,karan.singh@example.com,West,Desk Lamp,Furniture,4,8000.0
337,2023-01-02,Simran Mehta,simran.mehta@example.com,West,Desk Lamp,Furniture,1,2000.0
371,2024-11-05,Ravi Sharma,ravi.sharma@example.com,West,Desk Lamp,Furniture,3,6000.0
394,2023-05-29,Priya Gupta,priya.gupta@example.com,West,Desk Lamp,Furniture,4,8000.0
416,2024-10-05,Karan Gupta,karan.gupta@example.com,West,Desk Lamp,Furniture,2,4000.0
436,2023-09-25,Rahul Patel,rahul.patel@example.com,West,Desk Lamp,Furniture,1,2000.0
451,2023-11-04,Sneha Reddy,sneha.reddy@example.com,West,Desk Lamp,Furniture,4,8000.0
513,2023-01-15,Arjun Reddy,arjun.reddy@example.com,West,Desk Lamp,Furniture,1,2000.0
557,2023-03-21,Arjun Kumar,arjun.kumar@example.com,West,Desk Lamp,Furniture,5,10000.0
581,2023-10-22,Sneha Reddy,sneha.reddy@example.com,West,Desk Lamp,Furniture,4,8000.0
727,2024-06-06,Simran Singh,simran.singh@example.com,West,Desk Lamp,Furniture,1,2000.0
754,2023-08-29,Rahul Singh,rahul.singh@example.com,West,Desk Lamp,Furniture,5,10000.0
758,2024-09-30,Sneha Kumar,sneha.kumar@example.com,West,Desk Lamp,Furniture,3,6000.0
762,2024-09-20,Simran Sharma,simran.sharma@example.com,West,Desk Lamp,Furniture,5,10000.0
774,2024-09-07,Sneha Patel,sneha.patel@example.com,West,Desk Lamp,Furniture,2,4000.0
787,2023-11-10,Karan Reddy,karan.reddy@example.com,West,Desk Lamp,Furniture,4,8000.0
804,2023-06-15,Rahul Iyer,rahul.iyer@example.com,West,Desk Lamp,Furniture,3,6000.0
869,2023-09-25,Neha Gupta,neha.gupta@example.com,West,Desk Lamp,Furniture,2,4000.0
907,2024-05-30,Karan Singh,karan.singh@example.com,West,Desk Lamp,Furniture,2,4000.0
77,2023-08-20,Neha Patel,neha.patel@example.com,East,Desk Lamp,Furniture,3,6000.0
94,2023-07-13,Pooja Singh,pooja.singh@example.com,East,Desk Lamp,Furniture,5,10000.0
126,2023-04-12,Ravi Verma,ravi.verma@example.com,East,Desk Lamp,Furniture,3,6000.0
176,2024-10-26,Pooja Singh,pooja.singh@example.com,East,Desk Lamp,Furniture,3,6000.0
182,2023-10-11,Priya Patel,priya.patel@example.com,East,Desk Lamp,Furniture,5,10000.0
218,2023-01-25,Karan Gupta,karan.gupta@example.com,East,Desk Lamp,Furniture,4,8000.0
219,2023-08-15,Pooja Sharma,pooja.sharma@example.com,East,Desk Lamp,Furniture,1,2000.0
251,2024-11-03,Neha Verma,neha.verma@example.com,East,Desk Lamp,Furniture,1,2000.0
300,2024-12-06,Rahul Singh,rahul.singh@example.com,East,Desk Lamp,Furniture,3,6000.0
343,2024-02-26,Priya Singh,priya.singh@example.com,East,Desk Lamp,Furniture,1,2000.0
362,2024-06-02,Karan Sharma,karan.sharma@example.com,East,Desk Lamp,Furniture,5,10000.0
405,2024-01-24,Rahul Chopra,rahul.chopra@example.com,East,Desk Lamp,Furniture,5,10000.0
412,2024-04-16,Neha Gupta,neha.gupta@example.com,East,Desk Lamp,Furniture,5,10000.0
457,2023-10-13,Pooja Singh,pooja.singh@example.com,East,Desk Lamp,Furniture,1,2000.0
463,2023-02-06,Rahul Patel,rahul.patel@example.com,East,Desk Lamp,Furniture,2,4000.0
495,2024-03-22,Karan Singh,karan.singh@example.com,East,Desk Lamp,Furniture,3,6000.0
514,2024-10-27,Karan Gupta,karan.gupta@example.com,East,Desk Lamp,Furniture,2,4000.0
